club_name,province,city,city_source,region,website,email,phone,leagues,type,lat,lon,postal_code,place_id,geo_precision,social,contact_person,contact_note,website_status,address,formatted_address,leader,sources,source_count,row_count,oba_affiliated,team_derived,aliases,evidence_url,claimable,domain_claim_ok,domain_claim_reason,last_verified,stale,audience,needs_review
Académie Féminine Tempête de l'Arctique — ASLA Basketball,Quebec,Terrebonne,source,"Lanaudière, QC",,acad.femininetempetedelarctique@gmail.com,514-757-5300,,private academy (girls-focused),,,,,,,,,,,,,census-2026-07,1,1,,,Académie Féminine Tempête de l'Arctique — ASLA Basketball,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/lanaudiere.html,yes,,no-website,2026-07,,youth,
"Académie Les Estacades ""5 Majeur""",Quebec,Trois-Rivières,source,Mauricie,,,,,Basketball Club / Sport-Études Academy,,,,,,,,,,,,,census-2026-07,1,1,,,"Académie Les Estacades ""5 Majeur""",Basketball Québec regional registry PDFs (mined 2026-07-18),,,no-website,2026-07,,youth,
AGBU basketball (Armenian General Benevolent Union),Quebec,Montréal,source,Greater Montréal,,,,Quebec Youth Basketball League (QYBL),community,,,,,,,,,,,,,quebec-sweep,1,1,,,AGBU basketball (Armenian General Benevolent Union),https://qybl.ca/,,,no-website,2026-07,,youth,
Alpha Community,Quebec,Montréal,source,Greater Montréal — Montréal,https://www.alphacommunity.ca/,info@alphacommunity.ca,514-518-1537,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Alpha Community,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,yes,canadian-tld,2026-07,,youth,
Amazones Basketball Laval,Quebec,Laval,source,Laval,,,(514) 970-2232,,Basketball Club,,,,,,,,,,,,,census-2026-07,1,2,,,Amazones Basketball | Amazones Basketball Laval,Basketball Québec regional registry PDFs (mined 2026-07-18),yes,,no-website,2026-07,,youth,
Arena 24,Quebec,Saint-Basile-le-Grand,source,Greater Montréal — Rive-Sud,https://www.arena24.ca/,teamarena24@gmail.com,514-431-1290,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Arena 24,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,yes,canadian-tld,2026-07,,youth,
Arsenal Nouvelles Frontieres,Quebec,"Gatineau/Outaouais, QC (cross-border, inferred)",source,,,,,EOBA Competitive Season 2025-26,,,,,,,,,,,,,,browser-sweep,1,1,,,Arsenal Nouvelles Frontieres,https://tournaments-api.teamsnap.com/public/events/45924/participants,,,no-website,2025-26,,youth,
Association Basketball Saint-Jérôme,Quebec,Saint-Jérôme (based Prévost),source,Greater Montréal — Laurentides,https://basketballstjerome.ca/,basketse.stjerome@gmail.com,514-458-2359,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association Basketball Saint-Jérôme,https://basketballstjerome.ca/,yes,yes,canadian-tld,2026-07,,youth,
Association de Basketball Amateur des Basques,Quebec,Trois-Pistoles,source,Bas-Saint-Laurent,,basketdesbasques@gmail.com,418-863-3167,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association de Basketball Amateur des Basques,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/est-du-quebec.html,yes,,no-website,2026-07,,youth,
Association de Basketball Born Again (BABE),Quebec,Montréal,source,Greater Montréal — Montréal,http://www.bornagainbasketball.com,pwhenry79@gmail.com,514-571-4964,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association de Basketball Born Again (BABE),https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Association de Basketball de Châteauguay (CBA Ravens),Quebec,Châteauguay,source,Greater Montréal — Sud-Ouest,https://www.cbaravens.com/,treasurer@cbaravens.com,438-888-9657,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association de Basketball de Châteauguay (CBA Ravens),https://www.cbaravens.com/%C3%A0-propos-de-nous,yes,,unverified-single-source-non-ca,2026-07,,youth,
Association de basketball de Gatineau (ABG),Quebec,Gatineau,source,Quebec,www.basketballgatineau.com,info@basketballgatineau.com,819-360-5490,EOBA Competitive Season 2025-26; Ligue de mini-basket de Gatineau (LMBG) / Ligue de basketball de Gatineau — Mini-basket (ABG operates it); Ligue de mini-basket de Gatineau (LMBG/LBG — operated by ABG); NPH Showcase; NPH-D1; NPH-SL; National Capital Hoops Circuit (Ottawa; ON),community nonprofit,,,,,,,,,,,,,"browser-sweep,census-2026-07,ontario-circuit-list,ontario-csv",4,5,,,Association de basketball de Gatineau (ABG) | Dragons de Gatineau | Dragons de Gatineau (Basketball Gatineau) | Gatineau Dragons,ontario census + enrichment 2026-07-18,yes,yes,website-corroborated,2026-07,,youth,
Association de Basketball de Lachine,Quebec,Montréal (Lachine),source,Greater Montréal — Lac St-Louis,,janetlawrence61@gmail.com,514-829-9849,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association de Basketball de Lachine,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,no-website,2026-07,,youth,
Association de Basketball de Saint-Bruno (ABSB),Quebec,Saint-Bruno-de-Montarville,source,Greater Montréal — Rive-Sud,https://absb.ca/,info@absb.ca,514-984-2039,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association de Basketball de Saint-Bruno (ABSB),https://absb.ca/association/,yes,yes,canadian-tld,2026-07,,youth,
Association de basketball de Saint-Jean-sur-Richelieu (Basketball Riverains),Quebec,Saint-Jean-sur-Richelieu,source,"Montérégie (Rive-Sud/Haut-Richelieu), QC",https://www.basketballstjean.ca/,abbstjr@gmail.com,263-380-1577,Ligues Locales ABSJR (own house league); Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,2,,,Association de basketball de Saint-Jean-sur-Richelieu (Basketball Riverains) | Association de basketball de Saint-Jean-sur-Richelieu (Riverains),https://www.basketballstjean.ca/,yes,yes,canadian-tld,2026-07,,youth,
Association de basketball de Trois-Rivières (ABBTR – Storm),Quebec,Trois-Rivières,source,Mauricie,https://www.facebook.com/ABBTR.STORM,abbtr.storm@gmail.com,819-383-5258,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,2,,,Association de basketball de Trois-Rivières (ABBTR – Storm) | V.I.T.A.L. Basketball,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/mauricie.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Association de basketball Némésis (Nemesis Basketball),Quebec,Terrebonne / Mascouche,source,Greater Montréal — Lanaudière,https://nemesisbasketball.com/,info@nemesisbasketball.com,1-888-569-2268,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association de basketball Némésis (Nemesis Basketball),https://nemesisbasketball.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Association de Basketball Pagé (PAGÉ Basketball),Quebec,Montréal (Villeray–Saint-Michel),source,Greater Montréal — Montréal,https://pagebasketball.com/,pierre.al@csdm.qc.ca,(514) 268-9347,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association de Basketball Pagé (PAGÉ Basketball),https://pagebasketball.com/histoire/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Association de basketball Persévérance,Quebec,Saint-Charles-Borromée (Grand Joliette),source,"Lanaudière, QC",https://www.associationbasketballperseverance.com/,basketballperseverance@gmail.com,514-709-5717,Ligue Basketball Québec (LBQ),community nonprofit,46.048522,-73.4626679,J6E 4P3,ChIJv3am8_i8yEwRO7x7JTbDMyw,APPROXIMATE,,,,,,"Saint-Charles-Borromée, QC J6E 4P3, Canada",,"census-2026-07,geocode",2,4,,,Association Basketball Persévérance | Association de basketball Persévérance,https://maps.googleapis.com/maps/api/geocode/json,yes,,unverified-single-source-non-ca,2026-07,,youth,
Association de Basketball Roussillon (ABR Lions),Quebec,Candiac / Delson / La Prairie,source,Greater Montréal — Rive-Sud (Roussillon),https://abrlions.com/,cpierre30@gmail.com,514-946-3404,,private academy,,,,,,,,,,,,,census-2026-07,1,2,,,Académie des Lions inc. | Association de Basketball Roussillon (ABR Lions),https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/rive-sud.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Association du Basketball de Rimouski (ABR),Quebec,Rimouski,source,Bas-Saint-Laurent,https://basketballrimouski.com/,basketrimouski@gmail.com,418-509-9730,ABR in-house recreational league (house league),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association du Basketball de Rimouski (ABR),https://app2.sygaction.com/associationdubasketballderimouski/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Association du basketball mineur de Baie-Comeau,Quebec,Baie-Comeau,source,Côte-Nord (eastern Quebec),https://www.facebook.com/profile.php?id=100076065697206,abmbc01@gmail.com,,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Association du basketball mineur de Baie-Comeau,https://www.ville.baie-comeau.qc.ca/organisme/association-du-basketball-mineur-de-baie-comeau/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Association Régionale de Basketball Laval (ABL / Basketball Laval),Quebec,Laval,source,Greater Montréal — Laval,https://www.basketlaval.ca/,info.basketlaval@gmail.com,514-553-8422,Circuit Basketball Québec (CBQ); Ligue de Basketball de Montréal (MBL) — AAA/AA/Girls; Ligue maison Nobel (house); Montreal Basketball League (MBL),community nonprofit,,,,,,FB @basketballlaval; IG @basketlaval,,,,,,,"census-2026-07,quebec-sweep,website-scrape",3,4,,,Association Régionale de Basketball Laval (ABL / Basketball Laval) | Basketball Laval | Nobel Élite (Association Basketball Laval — 'Laval Nobel' program),https://www.basketlaval.ca/?lang=en,yes,yes,canadian-tld,2026-07,,youth,
Atelier 803 (formerly L'Académie de basketball de Thetford Mines; teams brand: Team Thetford Basketball),Quebec,Thetford Mines (Saint-Joseph-de-Coleraine),source,Chaudière-Appalaches,https://www.atelier803.ca/,info@atelier803.ca,,Elite circuits in the United States and Ontario (prep circuits — specific circuit names not published); NSC; US/Ontario elite prep circuits (unspecified; outside RSEQ),private academy (with nonprofit fundraising campaigns),46.1028329,-71.3055522,,ChIJF-H4RfwwuEwR4o5YIlyun-Q,APPROXIMATE,FB @Elated-Themes-1889004714470831; FB @ElatedThemes; FB @team.thetford.basketball; IG @elatedthemes,,,,,"Thetford Mines, QC, Canada",,"census-2026-07,geocode,ontario-circuit-list,website-scrape",4,7,,,Atelier 803 (formerly L'Académie de basketball de Thetford Mines; teams brand: Team Thetford Basketball) | Team Thetford (Atelier 803) | Team Thetford Basketball (Académie de basketball de Thetford),https://maps.googleapis.com/maps/api/geocode/json,yes,yes,canadian-tld,2026-07,,youth,
Ballon-Panier Centre-Nord (BOP BOP),Quebec,Montréal (Centre-Nord),source,Greater Montréal — Montréal,http://bopbop.ca/bpcn,huberttanguaylabrosse@gmail.com,514-229-2259,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Ballon-Panier Centre-Nord (BOP BOP),https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,yes,canadian-tld,2026-07,,youth,
BANG Ivoire Canada,Quebec,Montréal,source,Greater Montréal — Montréal,,plusmamadou305@gmail.com,514-402-8597,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,BANG Ivoire Canada,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,no-website,2026-07,,youth,
"BASE — Basketball, Association du Secteur Est",Quebec,Gatineau,source,"Outaouais, QC",,basketball.secteurest@gmail.com,819-639-7542,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,2,,,"BASE — Basketball, Association du Secteur Est | Basketball, Association du Secteur Est (BASE)",https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/outaouais.html,yes,,no-website,2026-07,,youth,
Basket-ball Varennes,Quebec,Varennes,source,Greater Montréal — Rive-Sud,,basketballvarennes@gmail.com,514-923-6147,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Basket-ball Varennes,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/rive-sud.html,yes,,no-website,2026-07,,youth,
Basketball Boucherville,Quebec,Boucherville,source,Greater Montréal — Rive-Sud,https://basketballboucherville.ca/,info@basketballboucherville.ca,450-641-0693,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Basketball Boucherville,https://basketballboucherville.ca/,yes,yes,canadian-tld,2026-07,,youth,
Basketball Mont-Tremblant,Quebec,Mont-Tremblant,source,Laurentides (outside Greater Montréal core),https://basketballmt.ca/,info@basketballmt.com,1-819-808-1462,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Basketball Mont-Tremblant,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/laurentides.html,yes,yes,canadian-tld,2026-07,,youth,
Basketball Rouyn-Noranda,Quebec,Rouyn-Noranda,source,Abitibi-Témiscamingue,https://www.basketballrn.ca/,basketballrouynnoranda@gmail.com,,,community,,,,,,FB @basketballrouynnoranda,,,,,,,"quebec-sweep,website-scrape",2,2,,,Basketball Rouyn-Noranda,https://www.basketballrn.ca,yes,yes,canadian-tld,2026-07,,youth,
Basketball Sherbrooke (BBS),Quebec,Sherbrooke,source,Estrie,https://sites.google.com/site/basketballsherbrooke/accueil,bbscoordination@gmail.com,819-993-7536,,club,,,,,,,,,,,,,census-2026-07,1,2,,,Basketball Sherbrooke | Basketball Sherbrooke (BBS),Basketball Québec regional registry PDFs (mined 2026-07-18),yes,,unverified-single-source-non-ca,2026-07,,youth,
Basketball St-Laurent (Comité de basketball Saint-Laurent),Quebec,Montréal (Saint-Laurent),source,Greater Montréal — Lac St-Louis,https://basketballstlaurent.com/,info@basketballstlaurent.com,514-570-2929,Basketball St-Laurent Ligue Maison; Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Basketball St-Laurent (Comité de basketball Saint-Laurent),https://basketballstlaurent.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Basketball Élite Southwood,Quebec,Lévis / Saint-Gilles,source,Chaudière-Appalaches,https://www.basketballsouthwood.com/,southwoodbball@hotmail.com,581-337-1868,Ligue Basketball Québec (LBQ) — reported; provincial circuit play across Québec,"community nonprofit (registered 2023-03-14, NEQ 1178532330)",,,,,,,,,,,,,census-2026-07,1,1,,,Basketball Élite Southwood,https://www.basketballsouthwood.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
BFGS Basketball Academy (Overcomers),Quebec,Fort-Coulonge,source,"Outaouais (Pontiac), QC — operates Montreal, Longueuil and Gatineau",https://bfgs.ca,hello@bfgs.ca,514-621-5738,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,BFGS Basketball Academy (Overcomers),https://bfgs.ca,yes,yes,canadian-tld,2026-07,,youth,
Bluehounds Basketball,Quebec,Montréal (Westmount),source,Greater Montréal — Montréal,https://twkf.com/bluehounds-1/,ericadecarolis.9571@gmail.com,514-266-9200,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Bluehounds Basketball,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Brookwood Basketball Association,Quebec,Montréal (Pierrefonds-Roxboro),source,Greater Montréal — Lac St-Louis,http://www.brookwoodbasketball.org/,brookwood@videotron.ca,514-684-5885,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Brookwood Basketball Association,http://www.brookwoodbasketball.org/,yes,,unverified-single-source-non-ca,2026-07,,youth,
ByFar Sports (Qulture Basket),Quebec,Québec City,source,Capitale-Nationale,https://byfarsports.com/,info@byfarsports.com,581-300-3301,,private academy / commercial sports centre,,,,,,,,,,,,,census-2026-07,1,1,,,ByFar Sports (Qulture Basket),https://byfarsports.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Cardinaux de Carignan (SWSD Basketball),Quebec,Carignan,source,"Montérégie (Vallée-du-Richelieu), QC",https://swsdbasketball.com/cardinaux,swsdbasketball@gmail.com,438-334-0922,,community program / small private organization (classification not published),,,,,,,,,,,,,census-2026-07,1,1,,,Cardinaux de Carignan (SWSD Basketball),https://swsdbasketball.com/cardinaux,yes,,unverified-single-source-non-ca,2026-07,,youth,
Cavaliers Ile-Perrot,Quebec,NDIP,source,Sud-Ouest,,,514-774-1663,,Club,,,,,,,,,,,,,census-2026-07,1,1,,,Cavaliers Ile-Perrot,Basketball Québec regional registry PDFs (mined 2026-07-18),yes,,no-website,2026-07,,youth,
CB Elite (Québec AAU),Quebec,Montreal QC,source,Greater Montréal,cbelite.ca,shawn@vidasana.ca,514-918-9906,Quebec Youth Basketball League (QYBL); described as a Québec AAU program,private academy,,,,,,IG @cb.elite,,,,,,Shawn Bowen (Program Dir/HC),"contact-enrichment,quebec-sweep",2,2,,,CB Elite | CB Elite (Québec AAU),https://www.cbelite.ca/,yes,yes,canadian-tld,2026-07,,youth,
Celtics EMB de Saint-Barnabé-Sud (Entraînement Mario Beaulac),Quebec,Saint-Barnabé-Sud (Saint-Hyacinthe area),source,"Montérégie (Richelieu-Yamaska), QC",https://www.entrainementmb.com,beaulac98@hotmail.com,450-771-1757,,private academy / training business (est. 2005),45.7299204,-72.9224457,,ChIJbybpQj5byEwRKS_6Q_2BIcI,APPROXIMATE,,,,,,"Saint-Barnabé-Sud, QC, Canada",,"census-2026-07,geocode",2,4,,,Celtics EMB (Entraînement Mario Beaulac) | Celtics EMB de Saint-Barnabé-Sud (Entraînement Mario Beaulac),https://maps.googleapis.com/maps/api/geocode/json,yes,,unverified-single-source-non-ca,2026-07,,youth,
Centre communautaire récréatif Saint-Jean-Baptiste (CCRSJB) — Mini-basket,Quebec,Drummondville,source,Centre-du-Québec,https://www.ccrsjb.qc.ca/activites/mini-basket,g.tessier@ccrsjb.qc.ca,,,multi-sport community org,,,,,,,,,,,,,census-2026-07,1,1,,,Centre communautaire récréatif Saint-Jean-Baptiste (CCRSJB) — Mini-basket,https://www.ccrsjb.qc.ca/activites/mini-basket,yes,yes,canadian-tld,2026-07,,youth,
Champs Basketball,Quebec,Dollard-des-Ormeaux,source,Greater Montréal — Lac St-Louis,https://champsmtlbasketball.com/,,514-898-2637,,private academy,,,,,,,,,,,,,census-2026-07,1,1,,,Champs Basketball,https://champsmtlbasketball.com/programs/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club basketball Les Astéries,Quebec,Victoriaville,source,Centre-du-Québec,,,819-460-8080,,club,,,,,,,,,,,,,census-2026-07,1,1,,,Club basketball Les Astéries,Basketball Québec regional registry PDFs (mined 2026-07-18),yes,,no-website,2026-07,,youth,
Club de Basket Québec 3x3 inc.,Quebec,Québec City,source,Capitale-Nationale,,aurelienpuech@outlook.com,581-992-8410,Circuit Basketball Québec 3X3 (likely — 3x3 club in BQ network; Circuit Basketball Québec 3X3 (likely — BQ launched circuit summer 2025; not explicitly published); unconfirmed for this club),3x3 club,,,,,,,,,,,,,census-2026-07,1,1,,,Club de Basket Québec 3x3 inc.,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/quebecchaudiere-appalaches.html,yes,,no-website,2026-07,,youth,
Club de Basket-ball Jonquière,Quebec,Jonquière,source,Saguenay/Lac St-Jean,,,418-376-4281,,Club,,,,,,,,,,,,,census-2026-07,1,1,,,Club de Basket-ball Jonquière,Basketball Québec regional registry PDFs (mined 2026-07-18),yes,,no-website,2026-07,,youth,
Club de Basket-ball Panthers de Sherbrooke (Panthers Basketball),Quebec,Sherbrooke,source,"Estrie, QC",https://pantherssherbrooke.com/,panthersselectsherbrooke@gmail.com,873-662-3349,Brookwood Invitational; Quebec tournaments (Crossover Challenge; Zero Gravity (ZG) circuit (US AAU-style); etc.),community nonprofit (select/rep program),,,,,,,,,,,,,census-2026-07,1,2,,,Club de Basket-ball Panthers de Sherbrooke (Panthers Basketball) | Panthers Basketball (Panthers Select Sherbrooke),https://pantherssherbrooke.com/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club de basketball Bleu et Or de Jonquière,Quebec,Saguenay (Jonquière),source,Saguenay–Lac-Saint-Jean,https://bleuetor.ca/,infos@bleuetor.ca,418-590-2396,Regional development circuit; circuit name not published); provincial competitions (mini-développement,community nonprofit,48.4276054,-71.0600102,,ChIJvQNCMGgnwEwRND3ZOCx7EP4,APPROXIMATE,,,,,,"Saguenay, QC, Canada",,"census-2026-07,geocode",2,4,,,Club de basketball Bleu et Or (Jonquière) | Club de basketball Bleu et Or de Jonquière,https://maps.googleapis.com/maps/api/geocode/json,yes,yes,canadian-tld,2026-07,,youth,
Club de basketball de Beauce,Quebec,Saint-Georges,source,Chaudière-Appalaches,,,,,community,,,,,,,,,,,,,quebec-sweep,1,1,,,Club de basketball de Beauce,https://www.facebook.com/groups/165606103514972/,,,no-website,2026-07,,youth,
Club de basketball de Chicoutimi (Noir et Or / Mustangs),Quebec,Saguenay (Chicoutimi),source,Saguenay–Lac-Saint-Jean,https://noiretor.com/,benoit.vallieres@noiretor.com,418-698-3231,RSEQ Saguenay–Lac-St-Jean (school-linked Mustangs teams — school circuit; noted for context),community nonprofit,48.4276054,-71.0600102,,ChIJvQNCMGgnwEwRND3ZOCx7EP4,APPROXIMATE,,,,,,"Saguenay, QC, Canada",,"census-2026-07,geocode",2,2,,,Club de basketball de Chicoutimi (Noir et Or / Mustangs),https://maps.googleapis.com/maps/api/geocode/json,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club de Basketball de l'Ouest — CBO Cavaliers (Cavaliers Île-Perrot),Quebec,Notre-Dame-de-l'Île-Perrot (Vaudreuil-Soulanges),source,Greater Montréal — Sud-Ouest,https://www.cavaliersbasketballouest.ca/,michel.bento@sympatico.ca,514-774-1663,Ligue Basketball Québec (LBQ); Montreal Basketball League (MBL),community nonprofit,45.377973,-73.9303913,,ChIJB7eNUFlHyUwRgQCa8LvhYIA,APPROXIMATE,,,,,,"Notre-Dame-de-l'Île-Perrot, QC, Canada",,"census-2026-07,geocode",2,2,,,Club de Basketball de l'Ouest — CBO Cavaliers (Cavaliers Île-Perrot),https://maps.googleapis.com/maps/api/geocode/json,yes,yes,canadian-tld,2026-07,,youth,
Club de Basketball de Montréal-Nord (CBMN),Quebec,Montréal (Montréal-Nord),source,Greater Montréal — Montréal,http://www.cbmn.ca,info@cbmn.ca,514-472-0223,Ligue Basketball Québec (LBQ),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Club de Basketball de Montréal-Nord (CBMN),https://www.zeffy.com/en-US/ticketing/adhesions-de-club-de-basketball-de-montral-nord-cbmn--2025,yes,yes,canadian-tld,2026-07,,youth,
Club de basketball de St-Boniface,Quebec,Saint-Boniface,source,Mauricie,,matilde6@hotmail.com,819-247-0178,,community club,,,,,,,,,,,,,census-2026-07,1,1,,,Club de basketball de St-Boniface,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/mauricie.html,yes,,no-website,2026-07,,youth,
Club de basketball Drummondville,Quebec,Drummondville,source,Centre-du-Québec,https://www.facebook.com/p/Club-de-basket-Drummondville-100090182062530/,caro_smith@hotmail.com,819-469-1601,Ligue Basketball Québec (LBQ) — via affiliated 'Riverains de Marie-Rivier' mini entry (BQ archive),community rep club,,,,,,,,,,,,,census-2026-07,1,1,,,Club de basketball Drummondville,http://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/centre-du-quebec.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club de basketball jeunesse Saint-Lin-Laurentides (Titans),Quebec,Saint-Lin-Laurentides,source,"Lanaudière, QC",https://titanbasketballstlin.com,titanbasketballstlin@gmail.com,514-207-1777,Ligue rive-nord de Montréal (as published on club site),community club,,,,,,,,,,,,,census-2026-07,1,1,,,Club de basketball jeunesse Saint-Lin-Laurentides (Titans),https://titanbasketballstlin.com,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club de Basketball les Astéries,Quebec,Victoriaville,source,Centre-du-Québec,https://www.asteriebasketball.com/fr,direction@asteriesbasketball.com,819-998-9023,D1/D2 — school circuit; Ligue Basketball Québec (LBQ) — incl. LBQ Élite Benjamine; RSEQ (school-linked Astéries/Vicas secondary teams; noted for context),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Club de Basketball les Astéries,https://www.asteriebasketball.com/en/about,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club de basketball Les Tornades de Longueuil,Quebec,Longueuil,source,Greater Montréal — Rive-Sud,https://tornades.org/,tornadesbasketball@gmail.com,(514) 908-2219,Montreal Basketball League (MBL); NPH-SL,community nonprofit,,,,,,,,,,,,,"census-2026-07,ontario-circuit-list",2,2,,,Club de basketball Les Tornades de Longueuil | Tornades Basketball (likely Longueuil — verify),https://tornades.org/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club de Basketball M.A.D.,Quebec,,,Capitale-Nationale / Chaudière-Appalaches,,,418-805-6205,,community club,,,,,,,,,,,,,census-2026-07,1,1,,,Club de Basketball M.A.D.,https://www.publicationsports.com/ressources/files/737/Quebec-Chaudiere_appalaches.pdf,yes,,no-website,2026-07,,youth,
Club de basketball Magog,Quebec,Magog,source,"Estrie, QC",https://www.basketballmagog.com/,basketballmagog@gmail.com,819-993-1997,2-3 weekend tournaments per fall season); Circuit Basketball Estrie (regional inter-club development league; Circuit Basketball Estrie (regional inter-club development league),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Club de basketball Magog,https://www.basketballmagog.com/2025-2026,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club de Basketball Montréal-Est,Quebec,Montréal-Est,source,Greater Montréal — Montréal,https://crer.me/club-sportif/basketball-montreal-est/,info@crer.me,514-905-2105,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Club de Basketball Montréal-Est,https://crer.me/club-sportif/basketball-montreal-est/,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club de basketball Révolution des Laurentides,Quebec,Terrebonne / Rosemère,source,Greater Montréal — Laurentides,https://www.revolutionbasket.com/,directeurgeneral@revolutionbasket.com,514-867-1205,Montreal Basketball League (MBL),community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Club de basketball Révolution des Laurentides,https://www.revolutionbasket.com/fr/index.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club de Basketball Saint-Hyacinthe (STH) / V-Kings de Saint-Hyacinthe (formerly Vikings),Quebec,Saint-Hyacinthe,source,"Montérégie (Richelieu-Yamaska), QC",https://sth-basketball.com,sthbasketball@hotmail.com,514-885-4347,Circuit Basketball Québec (CBQ); Ligue Basketball Québec (LBQ),community nonprofit (civil program),,,,,,,,,,,,,census-2026-07,1,2,,,Club de Basketball Saint-Hyacinthe (STH) / V-Kings de Saint-Hyacinthe (formerly Vikings) | Vikings de St-Hyacinthe,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/richelieu-yamaska.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
Club Sportif Louisbourg-Cartierville,Quebec,Montréal (Cartierville),source,Greater Montréal — Montréal,http://www.clubsportiflbc.org,harrylamarre@hotmail.com,514-942-5020,,community nonprofit,,,,,,,,,,,,,census-2026-07,1,1,,,Club Sportif Louisbourg-Cartierville,https://www.basketball.qc.ca/fr/page/reseau_basketball_quebec/montreal.html,yes,,unverified-single-source-non-ca,2026-07,,youth,
College Durocher,Quebec,,,,,,,CYBL (Canadian Youth Basketball League),,,,,,,,,,,,,,league-harvest,1,1,,,College Durocher,https://www.cybl.ca/,,,no-website,2025-26,,youth,no-contact-unverified
