Club Name,Province,Region,City,Address,Phone,Email,Website,Owner/Principal,Programs,Leagues,Team-League Map,Type,Software,Confidence,Source,Notes
Misfits Club Basketball,Saskatchewan,Regina & south Saskatchewan,Regina,,,jeremy.sundeen@gmail.com,https://misfitsbasketball.com,"Bree Burgess & Leah Levy (co-founders, former U of R Cougars players); Jeremy Sundeen (co-founder, BSI VP of Coaches Development); Jared Woloshyn (co-founder)",Girls club teams (Grade 5/6 evidenced),Regina Youth Club Basketball League (RYCBL),Teams 'Misfits - Blue' and 'Misfits - Pink' listed in RYCBL Girls Grade 5/6 division (leagues.teamlinkt.com/rycbl),community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,BSI member club; registry contact Jeremy Sundeen (role not stated)
Triple Threat Athletics,Saskatchewan,Regina & south Saskatchewan,Regina,,,sasktriplethreat@gmail.com,,,Club/rep basketball (details not published),,,community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,"BSI member club, Regina; no independent web presence found (Toronto Triple Threat and US namesakes are unrelated)"
Regina Bucks Basketball,Saskatchewan,Regina & south Saskatchewan,Regina,,,cdandresfamily@gmail.com,,,Club/rep teams (Boys Grade 7/8 evidenced),Regina Youth Club Basketball League (RYCBL),Team 'Bucks' listed in RYCBL Boys Grade 7/8 division schedule (presumed Regina Bucks; only 'Bucks' club among BSI Regina members),community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,BSI member club
Warman Minor Basketball,Saskatchewan,Saskatoon & north (SK),Warman,,,smba4712@gmail.com,https://leagues.teamlinkt.com/smba,,Youth basketball run through the Saskatoon Minor Basketball Association for Warman kids; Warman/Martensville players also eligible for SMBA NLDL tryouts,Saskatoon Minor Basketball Association (SMBA),Teams play in SMBA leagues (community league and NLDL pathways),community program (SMBA-operated),TeamLinkt,primary,https://www.warman.ca/892/Warman-Minor-Basketball,Not independently operated — administered by SMBA per City of Warman directory.
One Love Basketball Inc.,Saskatchewan,Saskatoon & north (SK),Saskatoon,,,,https://www.facebook.com/onelovebasketball/,Mike Tanton — Co-Founder,Youth encouragement/development through basketball; delivery partner for the Living Skies Indigenous Basketball League alongside AFCS friendship centres,Living Skies Indigenous Basketball League (LSIBL); Living Skies Indigenous Basketball League (LSIBL) — co-operator,,community nonprofit (youth development through basketball),,reported,https://www.facebook.com/onelovebasketball/,"Named as a supporting/delivery organization on LSIBL and SIMFC pages. | Type: nonprofit community basketball organization (founded 2016 by brothers Mike Tanton and Mason Medynski). Co-developed the Living Skies Indigenous Basketball League (2019/2021 launch) with the Aboriginal Friendship Centres of Saskatchewan; Tanton is also LSIBL co-founder (LSIBL uses TeamLinkt — competitive intel). Mason Medynski = second co-founder. No email/phone/address published; presence is Facebook + Instagram @one.love.basketball.inc. Saskatchewan ISC corporate registry is not freely searchable online, so incorporation record not retrieved. Sources: https://www.sasksport.ca/news/celebrating-indigenous-athletes-campaign-features-mike-tanton/ ; https://www.mbcradio.com/2021/09/new-indigenous-youth-basketball-league-to-start-in-october ; https://www.basketball.ca/news/living-skies-indigenous-basketball-leagues-becomes-the-latest-canada-basketball-unified-partner ; https://www.facebook.com/onelovebasketball/"
Rise Above Basketball,Saskatchewan,"Regina & south, SK (city per BSI grouping; base uncertain)",Regina,,,kev@riseabovebasketball.ca,https://riseabovebasketballacademy.ca,,"Club basketball 9U-17U/High School divisions; teams travel to Edmonton, Calgary, Dawson Creek, Peace River, Fort St. John tournaments",,,private academy/club,,uncertain,https://riseabovebasketballacademy.ca/club-teams/,"BSI registry lists it among Regina clubs, but academy Facebook handle (riseabovebasketballacademygp) and Peace-Country travel pattern suggest possible Grande Prairie AB linkage; website under construction. Verify base city before outreach."
Cougars Select Black,Saskatchewan,"Regina & south, SK",Regina,,,,,,,,,club (unspecified),,uncertain,https://www.basketballsask.com/member-organizations/currentmembers,Separate BSI registry line from Cougar Selects — likely a team of the same program; keep for dedup review.
Queen City Black Caps,Saskatchewan,Regina & south Saskatchewan,Regina,,,,,,Club/rep teams (Boys Grade 7/8 evidenced),Regina Youth Club Basketball League (RYCBL),Team 'Queen City Black Caps' listed in RYCBL Boys Grade 7/8 division schedule (leagues.teamlinkt.com/rycbl),community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,"BSI member club; no contact info published in registry | Type: club (per PSO registry). ONLY evidence found: listed as ""Queen City Black Caps (Regina)"" under Clubs on the Basketball Saskatchewan current-members registry (https://www.basketballsask.com/member-organizations/currentmembers) with no hyperlink or contact attached. No website, social pages, news, or tournament listings found in extensive searching. Enrichment likely requires emailing Basketball Sask (basketball@basketballsask.com)."
Saskatoon Spartans,Saskatchewan,Saskatoon & north (SK),Saskatoon,,,mitchellda1978@gmail.com,,,,BSI-sanctioned club tournament circuit (inferred from BSI club membership),,club (structure unknown),,uncertain,https://www.basketballsask.com/member-organizations/currentmembers,"Appears only on the BSI 2025/26 member registry under Saskatoon-based clubs; no web/social presence found. | Competitive club listed on the Basketball Saskatchewan current-member registry with contact email mitchellda1978@gmail.com (source: https://www.basketballsask.com/member-organizations/currentmembers). Email pattern suggests a contact surnamed Mitchell — UNCONFIRMED, so principal left empty. No website, social page, or registration portal found; PSO registry is the club's only verifiable footprint. 'Spartans Elite Basketball Club' (spartanselitebasketballclub.com) could not be confirmed as Saskatoon-related — do not merge."
Sask Sky Basketball,Saskatchewan,Regina & south Saskatchewan,Regina,,,saskskybasketball@gmail.com,,,Club/rep basketball (details not published),,,community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,"BSI member club. Distinct organization from SKY Basketball / Saskatchewan Youth Basketball (the provincial Jr. NBA program, already mapped as a league)"
Houndsville Hoops,Saskatchewan,Saskatoon & north (SK),Saskatoon,,,houndsvillehoops@gmail.com,https://www.instagram.com/houndsvillehoops/,,High-level basketball coaching and elite training; 'Refining Basketball' ages 10-12; 'Levelling Up Basketball' ages 13+; community programming delivered in partnership with Stonebridge Community Association,BSI Club Championships (Basketball Saskatchewan Provincials),,private academy (player development / training),,reported,https://www.basketballsask.com/member-organizations/currentmembers,"Listed as a Saskatoon club in the BSI 2025/26 member registry; strongest presence is training programming in the Stonebridge neighbourhood. | Type: private training program/club. Email from mailto link on Basketball Saskatchewan current-members registry entry ""Houndsville Hoops (Saskatoon)"" (https://www.basketballsask.com/member-organizations/currentmembers). No website — Instagram-only presence (https://www.instagram.com/houndsvillehoops/). Partners with Stonebridge Community Association for neighbourhood training (Facebook post Mar 2025: https://www.facebook.com/stonebridgeyxe/posts/1120786306758055/), registration handled through ourstonebridge.ca portal. No principal named in any source found."
SCORPIONS (Regina),Saskatchewan,"Regina & south, SK",Regina,,,k_bellefleur@hotmail.com,,,,,,club (unspecified),,uncertain,https://www.basketballsask.com/member-organizations/currentmembers,BSI registry entry only.
Queen City Splash,Saskatchewan,Regina & south Saskatchewan,Regina,,,queencitysplash@gmail.com,,,Club/rep teams (Boys Grade 7/8 evidenced),Regina Youth Club Basketball League (RYCBL),Team 'Queen City Splash' listed in RYCBL Boys Grade 7/8 division schedule (leagues.teamlinkt.com/rycbl),community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,Separate BSI member from the club listed simply as 'Splash' (different registry contact)
FN Basketball Inc.,Saskatchewan,Regina & south Saskatchewan,Regina,,,firstnationsbasketball@gmail.com,https://www.instagram.com/firstnationsbasketball/,"Daniel Stonechild — founder (teacher at Scott Collegiate, Regina)",Indigenous-focused basketball training + life lessons through cultural teachings; camps and sessions for Grade 5 through high school; started 2021; planning on-reserve camps and U19 Indigenous Games team,,,private academy (Indigenous-focused training organization),,verified,https://www.620ckrm.com/2025/06/12/regina-program-combines-basketball-and-life-lessons-for-youth/,"BSI member club (website linked from registry). Natural fit/overlap with Living Skies Indigenous Basketball League but no published team-league mapping found | Type: Indigenous community/nonprofit club + academy (est. 2021). Founder Daniel Stonechild (teacher at Scott Collegiate, Regina) per 620 CKRM / SaskToday coverage June 2025 (https://www.620ckrm.com/2025/06/12/regina-program-combines-basketball-and-life-lessons-for-youth/); coach Terreign Blind also named. Programs based at Scott Collegiate, North Central Regina (venue, not verified registered office — address left blank). Email + founder bio from official Google Sites page (linked from Basketball Sask member registry). Club teams: Team FN Gold, Team FN Silver (U18) + prep team. Socials: instagram.com/firstnationsbasketball, Facebook 'FN Basketball'. No registration platform identified."
Xcite Athletics,Saskatchewan,Regina & south Saskatchewan,Regina,"Bay #2, 1422 Elliott Street, Regina, SK S4N 3G5",306-501-3761,info.xciteathletics@gmail.com,https://xciteathletics.com/,Frankie L. Parris — CEO/owner,"Private training academy since 2010: 1-on-1 and small-group training, Xcite Academy skill development, summer travel teams, community skill camps; youth ages 6-17",,Operates its own travel teams each summer (tournament circuit; specific league entries not published),private academy,,verified,https://xciteathletics.com/,Alternate phone 306-949-2483 (Yellow Pages) and 306-216-7603 (apparel). ~2000 sq ft own facility near downtown. On-site booking system (platform unidentified). BSI member
Moose Jaw Saints,Saskatchewan,Regina & south Saskatchewan,Moose Jaw,,,andrews.garry@gmail.com,,,Club/rep basketball (details not published),,,community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,BSI member club; registry contact Garry Andrews (role not stated); no independent web presence found
Melville Mambas,Saskatchewan,Regina & south Saskatchewan,Melville,,,mambasclubbasketball@gmail.com,,,Club basketball (details not published),,,community club,,primary,https://www.basketballsask.com/member-organizations/currentmembers,"BSI member club (Melville, near Yorkton); email suggests full name 'Mambas Club Basketball'; unrelated to Regina Mambas"
Lynx Basketball,Saskatchewan,"Regina & south, SK (placement uncertain)",Saskatchewan (regional — base city not published),,,,,,,,,club (unspecified),,uncertain,https://www.basketballsask.com/member-organizations/currentmembers,"BSI registry lists as 'Regional' with no contact; could belong to another region's census — include for dedup, verify before outreach."
Shoot 360 Regina,Saskatchewan,Regina & south Saskatchewan,Regina,"200-235 12th Ave E, Regina, SK S4N 6B3",,,https://www.shoot360.com/regina,,Immersive tech-driven basketball training (in-person coaching + digital gamification); facility opening 2026 — programs/hours listed as coming soon,,,private academy (franchise training facility),,primary,https://www.shoot360.com/regina,"US-based Shoot 360 franchise system; local operator not disclosed. Not yet a BSI member. Pre-launch as of July 2026 | Type: private academy — tech-driven training franchise (Shoot 360, founded by Craig Moody; corporate HQ USA). Regina facility NOT YET OPEN — anticipated 2026; site lists phone/email/hours as 'COMING SOON' (https://www.shoot360.com/regina). Local franchisee/owner not yet publicly disclosed (searched franchise press, PR Newswire, LinkedIn, local media — other Canadian locations e.g. Oakville name local owners, Regina does not). Re-check closer to opening; also NOT on Basketball Sask member registry as of this census."
Regina Raptors,Saskatchewan,Regina & south Saskatchewan,Regina,,306-596-1470,reginaraptors@gmail.com,https://www.reginaraptors.ca/,,Club/rep basketball (details not published),,,community club (rep),,primary,https://www.reginaraptors.ca/,"BSI member club; website live but near-empty (title only) as of research date | Type: rep/club travel program. Basketball Sask member club (https://www.basketballsask.com/member-organizations/currentmembers). Phone+email extracted from site's embedded contact config (displayContactEmail/displayContactPhone) at https://www.reginaraptors.ca/. PLATFORM INTEL: website runs on Jersey Watch (org id 13708, Stripe Connect enabled) — not RAMP/TeamLinkt. Staff page exists but staffMembers list is empty (no coaches/officials published). Socials: facebook.com/profile.php?id=100094144893472, instagram.com/reginaraptors. Principal not publicly listed anywhere found."
Cougar Selects,Saskatchewan,Regina & south Saskatchewan,Regina,,,,,,Club/rep basketball (details not published),,,community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,"BSI member club, Regina; no contact info or web presence found. Name suggests University of Regina Cougars affiliation but unverified | Type: club/rep program (listed plain-text, no hyperlink, on Basketball Saskatchewan's current-member registry). No website, social page, registration page, news coverage, or named principal found after multiple targeted searches (incl. U of R Cougars affiliation angle, RYCBL and RCBA league sites, Exposure). Name may relate to University of Regina Cougars youth pipeline but this is unverified. Source: https://www.basketballsask.com/member-organizations/currentmembers"
little BALLERS,Saskatchewan,"Regina & south, SK (multi-location program)",Moose Jaw,,,,https://littleballersbasketball.com,Chad Declaire — Owner (former U of R basketball standout),"Early-childhood intro basketball: Baby Ballers, Little Ballers, Mini Ballers divisions; launched Moose Jaw programming with 100+ signups for free awareness classes",,,private academy (intro program),,reported,https://www.moosejawtoday.com/local-news/little-ballers-youth-basketball-program-coming-to-moose-jaw-8406570,Multi-location private program (see locations page); Moose Jaw is the documented expansion site — check other SK locations during dedup.
Humboldt Heat,Saskatchewan,Saskatoon & north (SK),Humboldt,,,basketballhumboldt@gmail.com,,,Club/rep basketball (details not published),BSI Club Championships (Basketball Saskatchewan Provincials); BSI-sanctioned club tournament circuit (inferred from BSI club membership),,community nonprofit (club team),,reported,https://www.basketballsask.com/member-organizations/currentmembers,"Listed in BSI 2025/26 member registry as a Humboldt club; no independent web presence found — may be the rep arm alongside HMBA. Thin-evidence entry. | Type: club/rep program (listed as a current member org of Basketball Saskatchewan; only web presence found is that registry entry, which links mailto:BASKETBALLHUMBOLDT@GMAIL.COM). No website, Facebook, news coverage, or named principal found despite multiple searches — possibly the rep/club arm alongside HMBA in the same town (unconfirmed). Source: https://www.basketballsask.com/member-organizations/currentmembers"
Regina Mambas,Saskatchewan,"Regina & south, SK",Regina,,,reginamambasclub@gmail.com,,,Youth club (players ~12-13 as of 2019 CBC story); started as a Grade 5 group,,"Started with support from HoopLife academy and RCBA (CBC, 2019); current league play unpublished",community club (rep),,reported,https://www.cbc.ca/news/canada/saskatchewan/raptors-win-young-basketball-players-regina-1.5182380,Distinct from Melville Mambas (different BSI registry entry and email).
Vipers (Regina),Saskatchewan,"Regina & south, SK",Regina,,,ral751@mail.usask.ca,,,,,,club (unspecified),,uncertain,https://www.basketballsask.com/member-organizations/currentmembers,BSI registry entry only.
Splash (Regina),Saskatchewan,"Regina & south, SK",Regina,,,m.stefaniuk@sasktel.net,,,,,,club (unspecified),,uncertain,https://www.basketballsask.com/member-organizations/currentmembers,Separate BSI registry line from Queen City Splash; possible duplicate — flag for dedup.
Club Fresh,Saskatchewan,Regina & south Saskatchewan,Regina,,,gottsela@hotmail.com,,,"Club/rep teams, grades ~6-8 evidenced",Regina Youth Club Basketball League (RYCBL),Teams 'Fresh 6' and 'Gr 7 Fresh' listed in RYCBL Boys Grade 7/8 division schedule (leagues.teamlinkt.com/rycbl),community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,BSI member club; registry contact email gottsela@hotmail.com
Reining 3's,Saskatchewan,Regina & south Saskatchewan,Regina,,,,,,Club/rep basketball (details not published),,,community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,"BSI member club, Regina; no contact info or web presence found | Type: club (per PSO registry). ONLY evidence found: listed as ""Reining 3's (Regina)"" under Clubs on the Basketball Saskatchewan current-members registry (https://www.basketballsask.com/member-organizations/currentmembers) with no hyperlink or contact attached. Extensive web/social searches (Instagram, Facebook, news, league sites) returned no independent web presence. Enrichment likely requires emailing Basketball Sask (basketball@basketballsask.com)."
306 Heat,Saskatchewan,Regina & south Saskatchewan,Regina,,,,https://www.instagram.com/306.heat.basketball/,,Club/rep basketball (details not published),,,community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,"BSI member club; only public presence is Instagram (@306.heat.basketball, linked from BSI registry) | Type: club/rep program. Basketball Saskatchewan current-member registry entry links directly to this Instagram (@306.heat.basketball, display name '306 HEAT') — the club's only web presence found. Instagram bio/contact details not extractable (login-gated); no website, email, phone, or named principal found via news/registry searches. Sources: https://www.basketballsask.com/member-organizations/currentmembers ; https://www.instagram.com/306.heat.basketball/"
Vipers,Saskatchewan,Regina & south Saskatchewan,Regina,,,ral751@mail.usask.ca,,,Club/rep basketball (details not published),,,community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,"BSI member club, Regina; no independent web presence found"
Splash,Saskatchewan,Regina & south Saskatchewan,Regina,,,m.stefaniuk@sasktel.net,,,Club/rep basketball (details not published),,,community club (rep),,primary,https://www.basketballsask.com/member-organizations/currentmembers,"BSI member club, Regina; listed separately from Queen City Splash (different contact email)"
East Hants Tigers Basketball Association (formerly Tri-County Basketball Association),Nova Scotia,Rest of Nova Scotia,East Hants (Enfield/Elmsdale),,,registrar.tcba@gmail.com,https://tricountytigers.ca/,Nicki Murphy — registrar (BNS member registry contact),Competitive U10-U18 boys & girls teams; Jr. NBA developmental program ages 5-10,Metro Basketball Association (MBA / Metro Basketball League); BNS Provincial Club Championships,U10-U18 competitive boys & girls teams play in the Metro Basketball League (club site statement); Jr NBA ages 5-10 in-house,community nonprofit,RAMP InterActive (website + RAMP Registration + RAMP Team App),verified,https://tricountytigers.ca/,East Hants sits between Truro and Halifax — check for overlap with the Halifax-region census
Bedford Eagles Minor Basketball Association (Bedford Minor Basketball Association),Nova Scotia,"Halifax Regional Municipality, NS",Bedford,,,bmbaregistrar@gmail.com,https://bedfordeagles.ca/,Brian Allt — club contact/registrar (per BNS registry; also coaches an Eagles MBA team),"House league (U10-U18 boys & girls), Bedford Elite rep program, Bedford Classic tournament (host), U10 Elite Camp",Metro Basketball Association (MBA); BNS Provincial Club Championships,"House/rep teams U10-U18 on mbans.ca team pages (e.g. Bedford Eagles - Allt, U14); 'Bedford Elite Boyce' team listed at BNS Provincials (basketballnovascotia.ca/team/bedford-elite-boyce)",community nonprofit,RAMP InterActive (website + registration + team app),verified,https://bedfordeagles.ca/,One of the largest HRM clubs; hosts its own Bedford Classic tournament
Fall River Rebels Basketball Association (Fall River Basketball Association),Nova Scotia,"Halifax Regional Municipality, NS",Fall River,"PO Box 2072, Fall River, NS B2T 1K6",,president@fallriverrebels.com,https://fallriverrebels.com/,Roberta Sullivan — President (BNS registry contact on president@ address),House league U8 (co-ed) through U18 boys & girls,Metro Basketball Association (MBA),Club site links to MBANS for league play across its U10-U18 divisions,community nonprofit,RAMP InterActive (fallriverrebels.rampregistrations.com),verified,https://fallriverrebels.com/,Registrar email registrar@fallriverrebels.com also published | Also listed as: Fall River Rebels Basketball Association
South Shore Surf Minor Basketball (South Shore Minor Basketball Association),Nova Scotia,Rest of Nova Scotia,Bridgewater,"86 Winburn Avenue, Bridgewater, NS (from legacy GOALLINE site — verify)",902-530-2933,ssminorbasketball@gmail.com,https://www.southshoresurf.ca/,Corey Lohnes — club contact (BNS member registry),Junior High Spring League gr 7-9 (male/female) at Park View Education Centre (Bridgewater); Elementary Spring League gr 2-6 at Bayview Community School (Mahone Bay); winter rep teams,Metro Basketball Association (MBA / Metro Basketball League); BNS Provincial Club Championships,'South Shore Surf - West' and 'South Shore Surf - Miller' teams on mbans.ca 2025-26; in-house spring leagues gr 2-6 and 7-9,community nonprofit,"Google Sites website + RAMP Registration; legacy GOALLINE site (southshoreminorbasketballassociation.goalline.ca, dead)",verified,https://www.southshoresurf.ca/,Successor/rebrand of South Shore Minor Basketball Association (legacy GOALLINE site). Phone/address from legacy listing — reconfirm. | Also listed as: South Shore Surf Minor Basketball
Community YMCA Panthers Basketball (YMCA of Greater Halifax/Dartmouth),Nova Scotia,"Halifax Regional Municipality, NS",Halifax,"Community YMCA, 2269 Gottingen St, Halifax, NS B3K 3B7",902-423-9622 ext 4,trevor.walter@halifax.ymca.ca,https://ymcahfx.ca/panthers/,Brianna Cromwell — Director of the Community Y (program sits under her); BNS registry contacts Brianna Cromwell / Trevor Walter,"Jr. NBA skills program ages 5-7; house/rep teams U10-U18 (beginner to rep, ages 5-18); youth pickup; $375/division for 2026-27 incl. weekly practice + weekly MBA game",Metro Basketball Association (MBA),All U10-U18 Panthers teams play one weekly MBA game at HRM gyms; MBA playoffs through late February,multi-sport org (YMCA program),ACTIVE Network / ActiveCommunities (anc.ca.apm.activecommunities.com/ymcahalifaxdart),verified,https://ymcahfx.ca/panthers/,Registration also done in person at Community YMCA lobby
Express Basketball Club (BNS registry: Express Basketball Academy),Nova Scotia,"Halifax Regional Municipality, NS",Halifax (Spryfield),,,info.expressbasketball@gmail.com,https://www.expressbasketball.ca/,Abigail Stewart — club contact (BNS registry),Competitive/rep + developmental teams U10-U16 boys & girls; serves Spryfield and communities on the Sambro loop; deliberately low registration cost; established 1999,Metro Basketball Association (MBA),Site states teams play MBANS (Metro Basketball Association) competitive divisions U10-U16,community nonprofit,RAMP InterActive (website + registration + team app),verified,https://www.expressbasketball.ca/,"Despite 'Academy' name in BNS registry, self-describes as low-cost community club"
Cole Harbour Minor Basketball Association (Cole Harbour Rockets),Nova Scotia,"Halifax Regional Municipality, NS",Cole Harbour,"184 Colby Drive, Cole Harbour, NS B2V 1J7",902-880-7628,president@rocketsbasketball.ca,https://www.rocketsbasketball.ca/,Robin Veinotte — President (BNS registry contact using president@ address),Littles/Jr NBA intro; winter house league U10-U18 by age/gender; summer elite travel teams; 'Sprummer' spring/summer league; spring 3x3; shooting clinics,"Metro Basketball Association (MBA); FIBA-format 3x3 (spring, club-run)",Winter teams play MBA regular season per club site; spring 3x3 is club-run programming,community nonprofit,"RAMP InterActive (website, registration, communications)",verified,https://basketballnovascotia.ca/content/member-clubs,One of the few HRM clubs publishing full street address and phone
Pictou County Lightning (Pictou County Basketball Association),Nova Scotia,Rest of Nova Scotia,New Glasgow / Pictou County,,,hislopjw@gmail.com,https://www.pictoucountylightning.com/,John Hislop — club contact (BNS member registry),"Rep club teams 2025-26: U12 boys x2 (Barker/Fraser, Budge/Hayward), U12 girls (MacKinnon), U14 boys x3 (Russell, Snell, El Haddad), U14 girls (MacGregor); also fields U18 (played Kings County U18, 2024)",BNS Provincial Club Championships,U12 and U14 boys & girls teams in BNS league play/provincial championships; U18 inter-county exhibition/league play vs Valley clubs,community nonprofit,RAMP InterActive (website + RAMP Registration + RAMP Team App),verified,https://www.pictoucountylightning.com/,
Fifty for Free Community Youth Initiative (Halifax program),Nova Scotia,"Halifax Regional Municipality, NS",Halifax,,,info@fiftyforfree.com,https://fiftyforfree.com/programs/halifax/,Vanessa Smithers — Program Director; Colter Simmonds — Associate Director; Jameel Williams — Lead Coach,Free 4-week summer camp (Mon-Fri) for ages 13-19 combining high-level basketball training with financial-literacy and professional-development curriculum,,,"community nonprofit (free program, not a league club)",123FormBuilder for registration; WordPress site,reported,https://fiftyforfree.com/programs/halifax/,"Nonprofit free-access youth basketball initiative (national org with Halifax program). Founder/CEO Jermaine Anderson is a retired pro player (MBA, Toronto Metropolitan U). Halifax program staff: Vanessa Smithers (Program Director), Colter Simmonds (Associate Director), Jameel Williams (Lead Coach). Board incl. Courtney Charles (VP Basketball & Franchise Ops, Raptors 905), Kiran Choudhry, Maliha Altaf, Cherilyn Scobie. No street address or phone published. Sources: https://fiftyforfree.com/programs/halifax/ ; https://fiftyforfree.com/about/board/ ; https://fiftyforfree.com/contact-us/ ."
Ummah Society / Ummah Community Centre basketball programs,Nova Scotia,"Halifax Regional Municipality, NS",Halifax,"Ummah Community Centre (UMCC), 2510 Matthias Street, Halifax, NS B3L 0A9",+1 902-407-1411,info@ummahsociety.ca,https://ummahsociety.ca/,Imam Abdallah Yousri — CEO,"Young Sisters Basketball and other youth recreation programming; UMCC gym is host venue for the Nova Scotia Valour League (All Canada Basketball, ages ~U11-U16, run by Imad Qahwash, iqahwash@allcanadabasketball.com)",Nova Scotia Valour League (All Canada Basketball) — as host venue,,multi-sport community org (Muslim charity),MOHID (mosque management/registration platform),reported,https://ummahsociety.ca/,"Not a BNS member club; captured as community youth-basketball provider and Valour League venue | Community association — largest Muslim charity in Atlantic Canada (founded 1984); Ummah Community Center described as 'a hub for sports clubs, sports tournaments and community games'; basketball/youth sports run through the licensed community centre rather than as a standalone club. No dedicated basketball-program director identified. Sources: https://ummahsociety.ca/ ; https://ummahsociety.ca/about/ ; https://ca.linkedin.com/in/abdallah-yousri-379021131 ."
Queens County Basketball Association (Queens County Bears),Nova Scotia,South Shore,Liverpool (Region of Queens),,,gerryfaber@hotmail.com,https://www.facebook.com/qcbasketball/,Gerry Faber — club contact (BNS member registry),Basketball programming for Queens County residents; 'Queens County Bears' is the BNS-registered club identity,BNS Provincial Club Championships,,community nonprofit,Facebook only,primary,https://basketballnovascotia.ca/content/member-clubs,"Region of Queens rec dept (902-354-3453) is the practical referral point; club absent from municipal org directory. | Type: community club (BNS member as 'Queens County Bears', South Shore region, Fall/Winter). BNS-listed club contact: Gerry Faber (role not stated) — source: https://basketballnovascotia.ca/content/member-clubs. Facebook page: https://www.facebook.com/qcbasketball/. No registration platform identified."
Sackville Minor Basketball Association (Sackville Storm),Nova Scotia,"Halifax Regional Municipality, NS",Lower Sackville,,,president@sackvillestorm.com,https://www.sackvillestorm.com/,David Barrett — President (BNS registry contact using president@ address),Jr. NBA; U10/U12/U14 girls & boys; U16 boys; U18 boys; dryland training,Metro Basketball Association (MBA),"Storm teams appear across mbans.ca MBA divisions (e.g. alongside Hurricanes, Steelers in U16 Boys)",community nonprofit,RAMP InterActive (SackvilleMinorBasketball.rampregistrations.com + RAMP Team app),verified,https://basketballnovascotia.ca/content/member-clubs,
Undercurrent Youth Society (Undercurrent Youth Centres),Nova Scotia,Rest of Nova Scotia,Glace Bay / New Waterford,"224 York St, Glace Bay, NS",902-849-7559,info@undercurrentyouthsociety.com,https://undercurrentyouthsociety.com/,Trevor DenHartogh — Executive Director,"Youth-centre charity serving Glace Bay, New Waterford and surrounding CBRM; recreational basketball among activities (also floor hockey, crossfit)",,,multi-sport org,,reported,https://undercurrentyouthsociety.com/,"Not a BNS member club; rec programming only — low GTM priority but real basketball provider | Type: nonprofit youth-centre society (basketball is one program within free youth programming; centres in Glace Bay + New Waterford, new Sydney/Glace Bay facility in progress). Address/phone/email/staff from official site (undercurrentyouthsociety.com; undercurrentyc.com redirects there). ED confirmed by CBC (cbc.ca/news/canada/nova-scotia/glace-bay-youth-centre-sod-turning-1.7186943; also newdawn.ca/2025/10/17/transformation-change-taking-place-in-glace-bay/); DenHartogh is also Senior Director of Community Prevention, The Hope Network. Other staff: Megan Syms (Dir. Programming Glace Bay), Chris Kaiser (Dir. Programming New Waterford), Robbie Metcalfe (Programming Supervisor), Sefin Stefura (Project Mgr). Registration handled on own website ('Program Registration' page), not RAMP/TeamLinkt. Also listed on ns.211.ca."
Prospect Road Basketball Association (Prospect Bulls),Nova Scotia,"Halifax Regional Municipality, NS",Prospect Road area (Halifax),,,prospectbulls1@gmail.com,https://www.prospectbulls.ca/,Morgan McWade — club contact (BNS registry),"Junior/Mini Bulls intro; house league and competitive teams U10, U12, U14, U16/18",Metro Basketball Association (MBA),Club site states teams compete in the Metro Basketball Association across its divisions,community nonprofit,RAMP InterActive (website + registration + team app),verified,https://www.prospectbulls.ca/,
Northside Youth Basketball Association (Jr Marauders),Nova Scotia,Cape Breton,"North Sydney / Northside area, Cape Breton",,,aronashton4@gmail.com,http://www.jrmarauders.com/,Aron Ashton — club contact (BNS member registry),Youth basketball for Cape Breton's Northside (Jr Marauders branding aligns with Memorial High Marauders feeder area),BNS Provincial Club Championships,,community nonprofit,,uncertain,https://basketballnovascotia.ca/content/member-clubs,"Listed on BNS member-club registry (Cape Breton region) with no website; no independent web presence found — needs direct outreach. | Community association; Basketball Nova Scotia member club (Cape Breton region, Fall/Winter club) — registry lists contact Aron Ashton, aronashton4@gmail.com (role not stated; not confirmed as president, so left out of principal). Club email admin@jrmarauders.com also surfaced via the BNS listing. jrmarauders.com is a 'Launching Soon' placeholder with only a signup form. Long-running program — builders Dave Young, Brian Purchase, Bobby Gardner honoured for Jr. Marauders contributions (Simon tourney HOF 2023). BNS registry is RAMP-hosted (competitive intel: RAMP InterActive). Sources: https://basketballnovascotia.ca/content/member-clubs ; http://www.jrmarauders.com/ ; https://www.thesimontourney.com/post/hof-2023 ."
